entity1,entity2
AQR,HNRNPC
GOT2,IDH1
GNAI3,LPAR4
EIF2S3,EIF3M
DKC1,RBM34
GRWD1,NPM1
IL17RC,IL17RD
GAR1,NOL12
MRPS11,MRPS25
BARD1,MDC1
KLHL7,NUP153
MLST8,MSRA
DKC1,SMG6
MRPL34,MRPL57
MNAT1,POLR2E
BUB1,NUF2
DKC1,LARP7
COX5A,NDUFA5
BRIX1,PRDM15
CDKN1B,STMN1
GTF2H3,TAF6
COMMD10,COMMD5
NR5A2,STAR
NDUFA10,NDUFA2
MED30,MED7
MFAP1,TXNL4A
DKC1,RRP12
AATF,BMS1
CORO2A,MYO5B
HNRNPU,RPL28
OGT,YY1
MRPS12,MRPS18B
G3BP1,RPL10
EARS2,EPRS1
ARF4,SERPINB5
HSP90AA1,KTN1
MRPL15,MRPL17
GADD45GIP1,SLC25A10
CCDC137,FOCAD
C8orf33,RIOX2
HNRNPM,SNRPB
MRPS18C,MRPS22
G3BP1,TTC37
FAM83H,TNK2
DHX16,SNU13
DDX56,LTV1
DDX10,ZNF771
CPSF3,CSTF1
GNAI3,SRC
ATR,DNA2
BCAS2,ZNF830
ERVW-1,FN1
BCAS2,DNAJC8
HEY1,RUNX2
ACSF3,GCLM
DDX24,LARP1B
KIF22,MEF2D
MRPL4,NDUFAB1
G3BP1,RPL22L1
ATF6,VAPB
DDX56,MYEF2
EIF2S2,EIF2S3
MRPL52,MRPS27
HNRNPK,WDR83
GUSB,KL
DKC1,LIN28B
DIMT1,SRPK2
GLG1,NFKBIB
EEF2,RPS14
ANXA1,CALML5
MRPS15,MRPS21
DHX35,PNN
ARSK,GALNT18
ARHGAP21,NEXN
GOT2,RIDA
FN1,SDC4
DDX10,RRP1B
MRPL49,MRPL55
DNM1L,HPCAL4
C8orf33,IGF2BP3
CAPZB,FKBP15
NKRF,NMNAT1
DCTN2,DCTN4
LYAR,RPS24
BSG,SPN
GNA13,ITGB3
ATP5MC1,MT-ATP8
MRPL47,MRPS25
GRAP2,MAP4K1
MRPS18A,MRPS2
DEPDC5,ITFG2
HGS,RIN1
DDX10,PES1
MRPS7,RPL11
ARGLU1,MATR3
BOP1,DDX56
LSM5,LSM7
ENO2,HINT1
ERG,ETS2
IMP4,NOP16
IRF9,STAT1
CDC5L,HNRNPK
APOA4,APOE
APPL1,MASTL
ATF1,RPS6KA4
FMR1,MATR3
ATP5F1E,ATP5MC1
G3BP1,RACK1
MRPL27,MRPS25
AATF,MPHOSPH10
DHX15,MBD3
ACTB,PPP1R18
CUL7,RPL23A
HNRNPM,RPS13
AXIN2,DVL2
CAND1,CUL5
FYN,PLXNA1
MED28,POLR2A
DIMT1,RPS27L
CEBPZ,ZBTB11
DDX10,NOP16
NDUFA4,NDUFS6
DHX15,WDR36
DHX35,RBMX
KAT2A,MED14
HNRNPU,RPL23
CCT4,MKKS
ARPC4,NEXN
MRPS22,RBMX2
ARHGDIA,SRC
NOP16,ZNF189
ALDOC,TKTL1
DDX47,RPL36
FGF7,FGFR1
ADAM9,MBTPS1
CHERP,MRPS22
LARP7,SART3
ABT1,UPF1
DENND6A,FAM171A2
EIF2S1,RPL10A
HGS,LITAF
FASTKD2,IGF2BP2
DHX15,WBP11
BRIX1,ZBTB24
CUL2,LRR1
CEBPZ,TTF1
BASP1,HMGB2
ANAPC2,CDC20
CTDP1,NELFB
GAK,RAB29
DCP1A,PATL1
BCKDHB,PDHA1
DRAP1,GTF2E1
BHLHE41,NCOR2
CAPRIN1,ERCC3
CALM3,PRKACA
H3C1,MCM2
DDX24,DRG1
ADCY3,RGS2
EEF2,RPL30
MRPS21,MRPS28
BORCS7,LAMTOR3
DRD3,GNAI3
MRPL52,MRPS22
GUSB,NID1
ATP5PF,C17orf80
CDK8,MED23
CDC25C,CDK2
BBC3,MCL1
DHX15,PRPF18
CBX5,CSNK2A1
FBXO32,FOXO1
HERC2,NEURL4
CCNC,GTF2B
DEPDC5,RRAGB
MRPL33,MRPS33
LUC7L3,SRSF2
MT-ND1,NDUFB5
CREBBP,MYBL1
ABT1,RRS1
FOXO1,PPARG
MT-ND1,NDUFA8
NDUFAF4,NDUFB5
MRPL48,MRPL50
CDC20,ZNF12
CSNK1D,GJA1
AQR,WTAP
MRPL22,RPS6
MRPL18,MRPS28
NMD3,WDR12
EIF2S1,RPL6
EIF3J,EIF3L
DIMT1,RPS13
CEBPZ,ZNF668
HNRNPU,RPS27
CORO2A,SIPA1L1
MRPL33,MRPS7
KAT2A,SUPT3H
NELFB,NELFE
FABP7,HINT1
DIMT1,RPL14
ACTL6A,TRRAP
MAGEC2,TRIM28
FZR1,MAD2L1
ACIN1,MFAP1
LYAR,RPL14
MCM7,MCMBP
IFNGR1,IFNGR2
CCDC137,DDX50
MRPL34,MRPS33
ACTG1,FLNC
MED26,OPA1
NOP14,RPS6
EIF2S3,RPS24
CDC40,LSM7
GCK,GPI
CUL3,PDCD6
DRG1,UTP18
ATP5F1A,ATP5MC3
IQSEC2,THBS3
ERAL1,MRPS5
FZR1,GNPTG
G3BP1,RPL37A
NR1H3,SUMO2
GNAI3,LPAR3
HMG20B,RREB1
CUL7,MRPL21
ABT1,RSBN1L
MRPL34,MRPS7
GPATCH2,RNF111
ATP6V1B2,AXIN1
NR3C1,NR4A3
NDUFA3,NDUFB1
MRPL12,MRPS33
DDX5,PRPF4
CAPZB,HNRNPLL
DKC1,MPHOSPH10
NUF2,SPC24
HNRNPM,SAFB
AP2M1,HLA-DRA
CEBPZ,ZSCAN25
G3BP1,ZNF622
MRPL35,MRPS18C
G3BP1,RPS19
CSNK1D,CSNK1E
CBX3,KIF23
AP5B1,AP5Z1
MRPS22,RPS26
BMI1,CUL3
GAD1,GLUL
KIF20A,NUSAP1
NFATC1,PPP3R1
EIF2S1,RPS15A
NIFK,SRP72
BRIX1,RRP1B
CDK8,SMARCA2
KRI1,RPS24
EEF2,RPS8
IMP4,LARP7
BACH1,RBBP8
COMMD2,COMMD8
HNRNPU,NAP1L1
BRIX1,PES1
HNRNPU,RPL15
NOP16,RPL26
CTNNBL1,DHX16
MRPS22,RIOX1
CDK2,DBF4
CCT5,GNB5
COMMD5,COMMD6
NSDHL,SQLE
AQR,PRPF40A
DHX29,NOL6
DHX15,NCBP2
LUC7L3,SNRPF
GINS4,MCM4
DDX24,ZNF22
ARNT,NPAS4
GADD45GIP1,MRPL22
H3C13,KMT2C
MNAT1,TBP
MT-ND1,NDUFA11
HMG20B,PHF5A
MRPL24,MRPL49
MAPK1,NUP153
CUL1,FBXL18
DDX10,LARP7
EIF3L,PABPC1
CUL3,TNFAIP1
DNMT3B,SMARCA5
NUP160,NUP205
CLASP2,CLIP1
COMMD4,COMMD8
DDX5,HDAC1
AXIN1,WNT8A
G3BP1,HNRNPK
DRG1,RBM28
GRAP2,LCP2
DNM2,DOCK7
HNRNPU,RPLP0
BRIX1,NOP16
LSM7,MAGOH
AQR,SF3A1
ACTB,LSM2
DDX10,NSA2
HNRNPK,PABPC1
LEPR,SNX2
MRPS22,NOC2L
NR5A2,ZNF217
MRPL28,RPUSD3
BOLA1,GLRX3
EIF3K,RPS16
ITGB5,PXN
MLH3,MSH2
MRPL52,MRPL54
CETN2,PCID2
CCDC137,ZNF770
MT-ND2,NDUFS2
BRIX1,FTSJ3
CASC3,THRAP3
ABL1,CLASP2
CUL3,GPS1
ITGB1,RACK1
DCAF13,NAT10
HNRNPM,RPL32
AQR,TCERG1
KPTN,SEH1L
CALM3,CAMK2A
H3C12,KAT2A
AATF,FOCAD
ABL1,CLK4
GPAM,GPD2
FOXO1,SIN3A
DDX17,SF3A3
CORO2A,TWF1
ACTB,ANK2
MRPL22,MRPL9
CEBPZ,RPL17
MLH3,MSH5
DHX15,PRPF8
CDK4,CDKN1B
DDX47,HP1BP3
DOCK3,ELMO2
LAMTOR5,PRKAG1
ESR1,NCOA3
BRIX1,RTCB
CLTC,PCSK9
LARP7,RBM19
CDK8,SMAD1
EP400,MORF4L2
ADA,ATXN7L1
MFAP1,SRSF5
DCAF13,RPS13
LAMTOR3,RAF1
MYH9,MYO18A
CENPK,CENPX
DDX47,RPS21
DDX24,DDX27
CCDC59,MRPS22
MRPS34,MRPS5
DGCR8,METTL14
F2RL3,GNAZ
MRPL28,MRPS30
ACTB,MYH9
CALM3,KCNQ3
DIMT1,RPL13
NMI,RBL1
LYAR,RPL13
AIMP2,EEF1E1
ANAPC7,TRIM33
CHERP,KRI1
FGFR1,KRAS
AHNAK,ANXA2
NIFK,NOC3L
CCNK,CDK12
C12orf43,GAR1
CCNC,MAML1
LYAR,RPS2
BRIX1,TUBA1A
CTSV,SERPINB13
CCNC,PCSK4
C7orf50,DHX29
DARS2,GFM1
G3BP1,RPL12
CUX1,HNRNPH2
ERLIN2,GRB2
GAR1,XRN2
COX7B,NDUFA6
KPNA3,NFKBIA
AQR,THOC6
MNAT1,POLR2A
ACTG1,LRRFIP2
DVL2,NOXO1
CAPZB,MYO6
MRPL39,MRPL49
JMJD6,MEPCE
CDKN1C,CDKN3
HNRNPK,PNN
DIMT1,SSB
MRPL23,MRPS25
NDUFA10,NDUFS7
ACTG1,MYO19
DDX3X,LUC7L3
FN1,TNR
HAUS1,HAUS8
DNA2,POLA1
GNAI3,GPR35
ADI1,APIP
DCLK1,DNM1L
NCALD,NUFIP1
AQR,TRA2B
HNRNPU,SNRPE
CTBP1,HIC1
ACTB,NEXN
MRPL35,MRPS11
GPD1,GPD2
CD151,GP5
MAP2K3,MAPKAPK2
EMG1,UTP3
CUL7,RPS25
NKRF,TSR1
ARPC4,DNAJC1
ITLN2,NACC1
DIMT1,RPL32
CDC25B,YWHAE
NUP54,NUP85
DHX16,PRPF19
DDX5,HNRNPC
EIF2S1,RRBP1
CBX5,H3C15
C8orf33,PURA
ACTL6A,MEAF6
NDUFA6,NDUFS1
MYH14,MYL12A
GTF2H1,POLR2D
EMG1,UTP11
EMG1,PNO1
DIMT1,HSP90AB1
ERLIN2,HSP90B1
AURKB,KIF23
HP1BP3,YBX3
DDX56,ZNF668
DERL2,UBE2J1
DDX46,DHX16
DDX17,TPR
MICALL2,RAB8A
COPS8,CUL2
CTTN,LIMCH1
LSG1,RSL24D1
CDK8,POLR2A
CNTN1,DNM1L
CNOT1,CNOT6L
NIFK,SKIV2L
EPS15,MYO6
HNRNPK,RBMX
ACTB,SORBS2
GTF2E1,POLR2B
CPS1,FDXR
CCDC137,CTCF
AHNAK,DYSF
C8orf33,SERBP1
AATF,RRP7A
CCDC137,RSL1D1
ALKBH5,METTL14
ANKRD27,VAMP7
HOXB6,MAPKAPK2
LSM7,RBM17
MIS12,NUF2
DKC1,SHQ1
GOT2,LDHAL6A
GAB2,GRAP2
ERG,NKX3-1
BRIX1,RBM34
G3BP1,RPL21
AMPH,DYRK1A
CASC3,SRSF12
GADD45GIP1,MRPL45
C8orf33,XRN2
BUD13,NIFK
BRIX1,LARP7
CALM3,PHKA2
INF2,NEXN
NOL11,WDR43
DDX56,ZSCAN25
FASTKD2,MRPL20
ARID4B,SIN3B
NUP153,RGPD8
MRPL12,MRPL22
MRPS22,WDR36
MRPS25,MRPS30
CARMIL1,TMOD4
AURKA,CUL1
LSM7,SNRPD1
LIMA1,MYL6
HNRNPC,HNRNPK
DHX15,HMG20B
BRIX1,RRP12
GAR1,ZCCHC9
ATP5MC1,ATP5MF
FGF23,FGFR1
MRPL12,NDUFAB1
NDUFA8,SDHD
ATXN7,TADA3
EEF1G,MATR3
DDX24,LARP1
CHDH,SQSTM1
CCNT1,MED1
B2M,BCAP31
EIF3J,EIF3K
CYFIP1,WASF1
MLH1,MLH3
HSPA9,PAM16
CCNC,MED31
KLC1,KLC2
ACKR1,NECTIN2
CENPJ,SASS6
ESR1,FN1
ACTR6,KAT5
MRPL34,RCC1L
ANAPC1,GNPTAB
AATF,NOL6
HDAC3,NMI
DHX15,THOC2
AATF,DDX50
BRIX1,RPL31
DERL2,FAM8A1
BRCA1,KAT2A
AQR,SF3B1
EIF2S3,RPS2
GTF2H1,POLR2F
C8orf33,ZNF622
ATP5F1C,ATP5PB
DHX35,PPIL1
DDX47,PPAN
DDX10,MPHOSPH10
NMI,PDCD4
BCAS2,TFIP11
NPLOC4,NSFL1C
DDX39B,PUF60
FGFR1,HTR1A
BCAS2,PDS5B
AHCTF1,NUP205
DDX39B,SRSF11
LSM2,LSM7
GAR1,SDAD1
DHX29,RSL1D1
CCNB1,CDC25C
ADD1,ANK3
LYAR,SRRM1
KIF23,PLPPR3
BRIX1,LIN28B
MOGS,RPN1
CAMKK2,PRKAA2
ABT1,MYBBP1A
MAPK12,MEF2A
CD80,NFKB1
CHD3,KPNA3
CCDC124,GRWD1
FUT11,UGGT2
CSK,RAP1B
DNM1L,MIEF2
CUL5,SOCS1
CTBP1,RREB1
LSM7,SF3B3
IK,MFAP1
EIF2S1,NHP2
C7orf50,LYAR
CDK8,MED24
GTF3A,TBP
NKRF,NOL12
MATR3,SRSF10
NDUFA6,NDUFB2
AACS,ACAT2
EBNA1BP2,G3BP1
NSUN2,PES1
EPC1,RUVBL1
HNRNPM,ZCCHC8
DDX56,RPF1
CDKN1B,CDKN3
ACTR3B,ARPC1B
BAMBI,FZD5
DDX20,GEMIN7
NFKB1,NGFR
FOXO1,SMAD3
DDI2,LZIC
KPNA3,KPNA4
AAAS,NUP107
AURKA,MTMR3
GOT1L1,GOT2
HNRNPU,IER3
GLE1,SUMO2
ELMO1,ELMO2
DYRK1A,LIN52
EEF1A1,NSUN2
ERF,SCAF1
DHX15,SRPK1
AKR1A1,DSTN
MT-ND4,NDUFAB1
MECP2,SUV39H1
DDX47,SPOUT1
MRPL13,MRPS21
NUFIP1,SCAMP5
GTF2E1,PCSK4
NUP153,NUP62
AATF,BAX
MRPL34,MRPS35
FANCB,FANCI
ACTB,SMARCC1
HINT1,TALDO1
G3BP1,NMNAT1
GGNBP2,LDLR
DDX56,SRP72
HOXC8,KDM6A
LAMTOR1,RRAGA
CLDN7,TACSTD2
EED,EPOP
GADD45GIP1,MRPL38
DDX17,DROSHA
EEF2,GRWD1
DDX21,GAR1
BCL2L11,MCL1
HNRNPM,RPS29
GGNBP2,LRP1B
CDC16,MAGIX
CCNB2,CDC23
JOSD1,PRRC2B
FN1,TLR4
JADE2,KAT7
NDUFA4,NDUFS2
EEF2,RPS10-NUDT3
FKBP4,FKBP5
CCDC59,KRI1
CUL7,RPS3
APPBP2,LRR1
AGO1,MOV10
NDUFS4,NDUFS6
CCDC85B,TANC2
CSK,HLA-DQA2
CCT2,MLST8
BRIX1,ZC3H10
ATP5F1A,ATP6V1B2
GTF2A1,GTF2E2
ARHGDIA,RTN4
DDX5,WTAP
NACA,RPL19
KIF4A,TPX2
AP1G1,FURIN
DHX29,ZNF771
AATF,ZNF770
NDUFAB1,NDUFS4
KAT2A,KAT2B
AIMP2,IARS1
DLD,SHMT1
APOC4,APOE
MRPL22,MRPL36
GAR1,ZNF768
DDX24,IMP4
DDX52,NOP14
IGF2R,TGFB1
DRAP1,SMARCD1
HP1BP3,ZNF770
COX7C,NDUFS6
NMD3,RPL23
NAA10,NAA35
MED10,POLR2I
BRIX1,DDX54
CYP1B1,GSTP1
NCOA1,NFKB1
DUS2,EPRS1
GTF2H3,TCEA1
ASF1A,CDAN1
ALDOC,GSTO2
ALYREF,DHX15
DAP3,MRPL22
MAK16,NKRF
AP2A1,CALCOCO1
CALB2,NUFIP1
DDX5,GTF2A1
MRPL34,MRPL45
BLM,BRIP1
NDUFA8,NDUFB10
CCNB1,NUF2
BRIX1,HNRNPM
ATR,MCM2
G3BP1,NOP58
GTF2E1,TAF8
CALM3,CNGA4
CDKN2A,MDM4
CCNC,THRA
MRPL9,MRPS5
BRIX1,RPL11
CSNK2A2,HSPH1
MYL12A,WAS
C8orf33,NOL10
MED15,MED28
KYAT3,PGM3
MCL1,PMAIP1
NACA,RPL4
ESCO1,SMC3
MFAP1,SNW1
HMGB2,SVIL
CLTCL1,GAK
ASXL2,OGT
IGF2R,VPS54
LAMTOR5,MTOR
FNBP1L,MAPRE2
DDX54,DRG1
KPTN,SESN1
HNRNPL,HNRNPU
MRPL1,MRPS21
COPB2,NFKB1
ACTB,SET
MCM2,TOP2A
CLTA,NTRK1
ACTG1,CDC42
ARHGEF11,PAK6
CUL7,FAU
CBX3,CUL4A
EEF2,RPS4Y2
MDM4,UBE2D2
MRPL15,PTCD1
DST,MYL6B
CCNT1,CTR9
CENPL,KIF23
CAPZA2,CEP162
KAT5,MAPK8
AP2A1,BMP2K
MFAP1,MFAP5
DHX15,NKRF
ALAD,DUS3L
LSP1,MAPKAPK2
APOE,CETP
BRIX1,MPHOSPH10
BNIP1,NBAS
KDM6B,MCRS1
HSCB,HSPA9
ACTR3,CAPZA1
AGO1,HSP90AA1
KRI1,SRRM1
CBX3,CENPL
BCAS2,SNW1
ACTG1,ACTN4
CCDC137,RRP8
MEF2D,SRF
AMMECR1L,HEYL
CDK12,LSM7
CTBP1,NRIP1
CBX3,RACGAP1
CEBPZ,STAU2
DDX39B,SNRNP200
NFATC1,PLAUR
EML4,PIK3CA
GTF2E2,GTF2H1
GPX4,HINT1
CYFIP1,NIPA2
MRPL16,MRPL22
DDX5,SF3A1
ATP6V1C2,ATP6V1F
DVL3,FRAT1
MRPL16,NDUFAB1
CDC20,NEK2
MED10,POLR2H
CEBPZ,YBX2
DRG1,RPS24
EMG1,RPS5
EEF2,RPS11
DDX20,TNPO2
FASTKD2,MRPL30
DHX16,LRRC47
AP3D1,BLOC1S1
NSUN2,RBM34
FN1,ITGA2B
DNMT3B,HDAC1
DDX10,FOCAD
DPH2,DPH3
HSPA9,ISCU
AKAP2,LRRFIP1
AXIN1,TSC2
EIF2S3,PRMT7
ABT1,DHX30
AATF,CTCF
DDX5,TCERG1
ESCO1,PDS5A
DDX5,ESR1
LYAR,RPS6
EEF2,RPL21
ATP6V0E1,ATP6V1F
AATF,RSL1D1
IGF2R,PLG
CBX5,RLF
GAREM1,GRAP2
CBX5,H3-3A
CHCHD1,MRPS9
AP1S2,DNM2
CAV1,CSNK2A2
CUL1,MAP3K8
BCAS2,DHX8
MAPK6,PAK3
CAPRIN1,U2AF2
IL17RB,IL17RC
MAPKAPK2,PDE4A
GAR1,NMNAT1
BACH1,RAD50
LIMA1,TPM4
ACAT2,HADHA
ALDOC,PFKL
ATP5MC1,ATP5MC3
DHX16,MTREX
DDX47,MAK16
KAT5,MYC
ABT1,MAK16
FYTTD1,NIFK
KIF13A,MYO6
CDKN1B,YWHAH
CCNC,KAT2B
AKT2,CDKN1B
CHM,DENND4A
BPGM,PGK1
DHX29,RRP8
DIMT1,UTP18
ABT1,DDX21
FGF17,FGFR4
DDX55,NOP16
DDHD1,PPP2CA
EEF1B2,EIF2S1
CALML6,CAMKK2
MAGEA4,MDM1
LSM7,SNIP1
ARL6IP1,RPL37
GGA2,GGA3
GRWD1,RPL31
AP2B1,DVL2
AP3D1,AP3M2
MRPL11,MRPS18B
G3BP2,RPL3
CCDC137,CCDC86
CBX3,LBR
DDX5,THOC6
MRPL52,MRPS34
MRPL35,MRPS26
DDX47,RPL27
MATR3,SRSF1
MYBBP1A,NOP16
CCT4,CCT5
CWC15,CWF19L2
HNRNPM,RPL28
AQR,LSM4
MRPS25,PTCD3
AKR1A1,UBE2L3
ACTB,SNRPD1
CTTN,TPM2
CLPB,HSPE1
NDC1,NUP153
CUL3,KLHL7
CTCF,NFKB1
DDX17,SRSF1
CDC20B,MAN2C1
CCNT2,NELFB
AFG3L2,HSPA9
CTR9,LEO1
LSS,NSDHL
LSM7,PRPF31
CCT4,PFDN2
BCAR1,FGFR1
MYC,PLK1
ACTG1,EZR
CPSF1,CPSF4
HNRNPK,PPIL1
GAR1,NOP58
EIF2S3,XRCC6
DDX10,YBX3
FGFR4,STAT3
ENO1,MYC
CDKN1B,HIPK2
GSK3B,NACA
CDK8,SMARCE1
CACNA2D1,CACNB3
AATF,ZNF771
IDH1,MDH2
ITFG2,NPRL3
BCAS2,SRSF4
MRPS5,RPS28
CDC16,SORBS3
MRPL40,MRPS2
ACTB,PFN3
ATXN3,FOXO4
NIFK,UTP3
DCTN6,DYNC1LI2
MED21,MED28
CRTAM,NECTIN2
LYAR,RBM28
DOCK7,NEDD4
EEF2,NMNAT1
DHX16,EIF4A3
CETN2,RAD23A
GTPBP6,MALSU1
MRPL49,TRUB2
E2F6,EPC1
MRPL46,MRPS33
BAIAP2,CYFIP1
ATF7IP,MBD1
BMP2K,SLC25A41
FGF17,FGFR1
BUD13,DDX24
MRPL47,MRPS21
C8orf33,ZCCHC3
ACTB,NFASC
ABT1,POP1
AQR,HNRNPM
DHX15,PPIL2
EIF2S1,RPL24
C18orf25,GPATCH2
DIMT1,PA2G4
FTSJ3,GAR1
LIMA1,SVIL
IRS1,MAP2K7
CORO2A,PPP1R18
MRPL46,MRPS7
CFAP20,MFAP1
CDKN1B,TFDP1
EIF2S3,RPS6
DHX29,NSA2
DKC1,RSL1D1
DDX50,DKC1
ERG,VIM
BTK,PTPN6
CAMKK2,RHBDF1
DIMT1,PUM3
LYAR,PUM3
MRPL27,MRPS21
DDX47,PABPC4
ACTB,TBL1XR1
CEP162,CTTN
DHX16,SNRPD2
CWF19L2,SNW1
BCAS2,PDIA5
DNM1L,RAB3A
MAFF,RTL6
MICALL2,RAB13
DHX16,ISY1
DIMT1,RPL28
GRPEL1,GRPEL2
MRPS21,MRPS31
CTSA,CTSD
KPNA4,MTA3
ABT1,NOP56
LYAR,RPL28
MRPL44,MRPS18B
DERA,TALDO1
DDX47,RPS27A
MED13,MED17
DYRK1A,FOXO1
LARP7,RPF2
ARPC5L,DNAJC1
CCT3,MOB4
MRPS22,SRP72
MRPL15,MRPS18A
GTF2H4,XPA
CDK8,MED17
GNAI3,GNG2
FKBP5,HSP90AA1
ANK1,ITPR3
MRPL15,MRPL4
CAPZA2,COX6C
MECP2,NCOR1
DST,LAMC2
NEXN,SIPA1
ANAPC4,FZR1
GPI,PGK2
ATP5MC2,ATP5MC3
COX10,COX15
BAX,SFN
CTCF,GAR1
NDUFA3,NDUFAB1
EEF2,NOP58
HNRNPM,PPIL3
DRG1,FARS2
DCAF13,UTP18
MRPS5,MRPS9
MCL1,RTL10
CDC5L,MFAP1
NMI,SPTAN1
MYL12A,MYL9
ITPR3,VPS33B
IKBKG,KPNA3
AUP1,UBE2J1
DNM2,QRICH1
ARHGEF9,GPHN
CRYZL1,GATD1
ASPM,PBK
HMG20B,SF3B4
ARF4,PKD1
CTBP2,HDAC2
DDX55,LARP7
COPA,RAB1B
CCNA1,CDC6
MRPL13,MRPL34
CAPRIN1,GTF2H4
MRPS7,RPL5
ATRIP,KAT5
BCKDK,DLD
DNAJC1,HNRNPLL
MCRS1,TEX10
MED26,MED31
NUP133,TMEM214
ARHGEF1,DOCK7
DRG1,REXO4
ATPAF2,TMEM70
APPBP2,COPS6
CS,DLAT
CSNK1D,DVL2
FYN,SKAP1
FANCM,RMI2
CCDC88A,KAT7
GNPDA1,GPI
DKC1,ZNF771
ABI2,ABL1
AP2M1,NECAP1
AKR1A1,TIAL1
CALML3,HMGB2
DHX15,SMNDC1
CUL2,EPAS1
ASPM,TOP2A
BDNF,FYN
ACTB,RAD50
HNRNPLL,RRM1
HUS1,LIG1
MAIP1,SPG7
CLK1,CLK4
HP1BP3,PHAX
ANXA1,ANXA6
DDX20,GTF2B
CCT2,RPS6KB1
COX5B,NDUFB5
CAPZB,WASHC4
DDX20,IPO11
DIMT1,RPL23
CHCHD1,MARK2
MBD3,NCBP1
LYAR,RPL23
G3BP1,RPS14
CUL3,HSF2
CIRBP,MFAP1
EEF2,TUBB1
AATF,RRP8
LUC7L2,LYAR
NUP155,RGPD8
FNTA,SPDL1
ATXN7L1,SUPT20H
GNAI2,GPSM2
DVL2,RYK
ADD1,BIN1
CDKN1B,RB1
DHX15,PRPF4B
BANP,RBL2
AUP1,FAM8A1
ACTN1,NEXN
NKRF,ZCCHC9
ATP5PF,ATP5PO
ABRAXAS1,BABAM2
HNRNPDL,PRPSAP2
HINT1,HSPE1
HMG20B,RBBP7
CCND2,CDKN1C
ACTB,DSG2
MRPS22,NOC3L
ANK3,RHBG
DDX10,ZNF770
CDH2,JUP
CCT5,CCT8
CPSF3,TJP1
LSM7,SRSF6
CENPC,ZFP91
HNRNPU,SYNCRIP
LTV1,MRPS22
MRPL48,MRPS28
CSNK1E,DVL2
KLRK1,MICA
ANAPC4,TRIM33
EMILIN1,ITGB1
ANKRD11,NCOR2
DUS3L,RASA1
ACTG1,CALM2
BACH1,SMAD9
IFI35,NMI
KRI1,RBM28
DCX,NUFIP1
DDX24,RSBN1
MBD3,STAG2
HSPA9,HSPE1
MRPL15,MRPS6
LYAR,YTHDC2
DDX47,IFRD2
HNRNPM,RPL15
CRCP,POLR3B
CMTM1,CMTM3
NUP205,NUP37
GPM6A,NUFIP1
MRPL1,MRPL34
GAP43,GNA13
HINT1,SP1
EIF3L,RPS3A
MRPS5,TUFM
HYAL2,MAN2B1
CSNK1A1,SEC31A
DHX16,IGF2BP3
ALDOB,ALDOC
LTBR,TNFRSF13C
AP2M1,ATP6V1H
COPA,COPZ1
CD2BP2,DDX17
KAT2A,SMAD3
CHM,MADD
COL17A1,DST
COG7,COG8
CDK13,FBXO44
GNAI3,SSTR4
CAPZA1,DCTN2
NDUFA11,NDUFB10
H3-4,KAT2A
ABI2,NCKAP1L
NUP54,SEC13
FH,GOT2
ABT1,BOP1
DHX15,LMNB1
IGF2BP2,MRPS5
GAR1,SF3B2
CAV2,FYN
CDK8,CDK9
MLXIPL,PRKAA2
NMNAT1,NOP16
LRRFIP1,SIPA1L3
AATF,CCDC86
LSM7,PABPC1
FBXL15,SPRYD3
MECP2,PRKACA
FMR1,KBTBD2
GNB2,OCIAD1
DGCR8,DHX15
CENPC,WTAP
ATRIP,MCM7
NXF3,NXT2
CTBP1,KLF8
DIMT1,RPL34
EEF1A1,G3BP1
BRIX1,NOL6
CEBPZ,HERC5
BRIX1,DDX50
G3BP1,RPL30
ATR,CDC6
GPATCH2,GPATCH2L
CLTC,PFN1
NUP107,RGPD8
DVL2,FZD7
DRG1,GNL3
NIFK,NOP2
ARF6,CRKL
MFAP1,SYF2
AATF,NSA2
DIMT1,TBL3
ANAPC4,FBXO5
AURKA,BORA
BRCA1,CDKN1B
CCNB2,LBR
FASTKD2,MRPL52
DIMT1,HEATR1
CALM3,DAPK2
MFAP1,RBM25
AATF,UTP15
GNPDA2,GPI
CCDC61,TBC1D31
CISH,CUL2
LTBR,ODF2
CTTN,SIPA1L3
HNRNPM,SNRPC
GLG1,SELE
ALDOC,GORASP2
DIMT1,NAP1L1
DDX17,THOC3
APOE,LPL
MRPL22,MRPL24
LYAR,NAP1L1
MFAP1,SLU7
DKC1,RRP8
EIF2B2,EIF2S1
MYO5C,NEXN
HSP90AA1,OGT
MRPS21,MRPS33
DIMT1,RPL15
GOT2,TIA1
MRPL22,MRPL27
LYAR,RPL15
CPOX,ETFB
GTF2H1,MED21
FBN1,GGNBP2
DHX15,UTP3
CENPC,PMF1
GLUD1,IDH1
BRCA1,CTBP1
NKRF,ZNF768
KMT2C,PAXIP1
CSNK2A2,L1CAM
ANK3,SPTAN1
CAPZA1,DNM2
GPX4,GRSF1
AKAP8L,RELA
ESF1,LYAR
DDX47,KRI1
COPS8,CUL1
FOXO1,YWHAG
MRPS21,MRPS7
FUT11,MAN2B1
DIMT1,RPL10L
BACH1,FBXO22
CALM3,PHKB
GGA3,RAB5C
EFTUD2,MATR3
AP1M2,HEATR5B
DNM1L,ROCK1
DDX39B,SRRT
MRPL10,MRPL28
KLF13,NAA35
NUP54,NUP88
LYAR,RPLP0
MRPL49,MRPS34
DRG1,SRRM1
