entity1,entity2
HOXA1,PKNOX1
INF2,TES
KRR1,MYBBP1A
AP2A1,LDLR
HIBCH,MRPS15
FTCD,MTHFD1L
CSNK2A2,MYCN
HDAC7,PPP2CA
AVEN,MOV10
ATRIP,RAD9A
BFAR,CASP8
NDUFA9,NDUFS3
HRAS,IRS2
HCFC1,TAF6
EXOSC2,EXOSC7
HOXB8,PBX1
LRRC47,NUDT21
FAU,RACK1
EEF1G,NOL6
JAK2,PTAFR
CAMK2A,HAX1
DDX55,NOP2
NSMCE2,SMC5
BMS1,RPS6
CIRBP,EFTUD2
NIP7,PPAN
GTF2B,POLR2D
FAM104A,UBXN2B
MAD2L2,SHLD2
CHM,RABGGTB
MRPL24,MRPL38
CCDC86,SDAD1
IL17C,IL17RA
FANCF,FANCM
MSH6,RAN
MINDY3,SCAF8
CUL2,EGLN3
GAA,GYG1
BYSL,NPM3
GLI3,PRKACG
GAB2,MS4A2
GAR1,HADHA
DPP3,FKBP4
F12,GP1BA
ERBB2,JAK2
ANKRD27,GDI2
INPP5K,POLR2A
HNF4A,PCSK9
MRPL24,MRPS36
CHERP,DDX54
DDX54,ZKSCAN8
FKBP8,MTOR
MRPS18A,MRPS34
FOXA1,SFTPB
LDB1,LHX1
FANCD2,KIF14
ARRDC3,NEDD4
CASP8,MAVS
CCNE1,SKP2
HEATR1,SNU13
LSM4,SRRM2
EXOSC9,MPHOSPH6
HIF1A,HSP90AB1
HADHA,RPL8
GGT7,GSS
CCNT2,NELFCD
ABLIM1,MYO19
CHUK,REL
FZD6,ITGA5
BTF3,FAU
NUP37,NUP58
ATRX,H3C3
MPG,NAP1L4
DENND1A,PIK3C2A
BRMS1,RBBP4
GTF3C1,GTF3C5
EEF2,MPG
FOCAD,FYTTD1
APEX1,MPG
FYTTD1,RSBN1
MRPL4,MRPL50
C12orf43,MAK16
AURKB,UBE2C
ACTN4,IQGAP1
FGF17,FGFR3
IGF2BP3,U2AF1
COX4I1,NDUFS1
HSP90AA1,KCNH2
KCNH2,PTPN6
IL15RA,JAK1
GTF2F1,TAF13
AVEN,LARP1B
C1QBP,VTN
MRPL40,MRPS27
LAMTOR2,MAP2K2
CCDC124,HADHA
CENPA,HJURP
HAX1,VSNL1
KNOP1,MRTO4
ALDH1A1,EZH2
MRPL3,MRPS18C
MRPL46,MTERF3
MYBBP1A,RPL19
APBA3,APP
ARNTL,EPAS1
MRPL13,RPL37A
BYSL,WDR36
BAZ1A,CHD3
ABT1,NOL6
FAF1,FAS
FOXO3,NFYB
C19orf25,NBAS
GTF2F1,RPAP1
NEDD4,WWP2
AK2,FABP5
MRPL17,MTIF2
BUD13,PPIL2
NCBP1,SF3A3
FAU,SERBP1
MALSU1,MRPL53
AWAT2,DGAT1
BAZ1B,SLC25A5
C5orf34,THBS1
MRPS10,MRPS18B
BUD13,SRSF9
CIRBP,PABPC1
CCDC97,SNRPD2
MRPL13,RPS19
CCDC59,RBM34
CD33,FCGR3A
KLHL7,WDHD1
CPVL,TROAP
BLM,RMI2
GTF2B,POLR2F
HDAC1,SMC2
CCDC59,LARP7
EIF4A2,EIF4E2
HK1,TPPP3
AR,HSP90AA1
HTT,PPARGC1A
CHST10,CNTNAP3
KHDRBS1,PSIP1
MYBBP1A,RPS5
MRPS11,MRPS23
ANXA2,MYO19
FST,NFATC2
CRELD2,ITSN1
ATF2,PRKCE
DMWD,PHLPP1
MRRF,RPS3
DENND2D,JMJD6
ESR1,STRN
MAPT,PPP2R1A
ATM,FANCA
CHMP4A,HGS
EBF1,ZNF521
ASPSCR1,VCP
ADH5,GSR
DAP3,MRPS9
EPOR,GAB1
CCDC59,RRP12
BYSL,RRBP1
GNL3L,LARP1B
BTF3,UGGT1
BCL6,CHD4
CCDC86,ZNF768
CDK1,PRDX1
MYBBP1A,RPL4
GLS,NDRG4
LRRC47,TAOK1
COMMD1,NEDD8
MRPL50,MRPS6
EEF2,HADHA
CNOT9,MTREX
CEBPZ,MOV10
GNAO1,HCRTR1
GAPDH,NDUFAF1
HIF1A,RELA
EWSR1,SNRPC
KRTAP13-2,NUDT8
MPG,TSR1
DCLRE1C,RIF1
COPS6,CUL4A
FAU,RPL37A
NOL6,PPAN
HDAC2,ZNF217
KDM6A,SETD1A
CDH13,GLS
BMS1,GTPBP4
LARP1B,METTL1
CHUK,MTOR
ARID1A,BCL7A
H3-3B,KAT2B
BUD13,C7orf50
EDIL3,GLS
ERP44,ITPR1
NOC3L,SRRM1
F2R,GNG2
DDX56,KNOP1
DDX54,SURF6
DDX55,ZBTB11
IRF3,MAVS
AURKB,CDCA5
NUP43,NUP50
C12orf43,POP1
FAU,ZNF622
ARAF,MAP2K1
FAU,RPS19
MRPL14,MRPS11
HIPK2,RBBP4
CCDC59,LIN28B
FZD2,SLC47A1
MAPK12,MAPT
MRPL42,MRPS31
CCDC124,RPLP1
FANCF,FANCL
CCDC124,MYBBP1A
ETFB,LDHA
C18orf25,GPATCH2L
CEP290,TMEM216
NUP210,NUP214
GATA1,GFI1B
BCAT1,SERPINB10
MRPS9,RPL3L
CDK1,NEK9
HRAS,MET
MOV10,NOL6
APOC3,LPL
BMS1,DDX31
CIRBP,PLRG1
NAP1L4,RPL23A
MSH6,XRCC6
GTF2H1,MMS19
MRPL40,MRPS22
DNAJA2,DNAJB4
IFNAR1,PTPN1
C12orf43,PABPC4
MEOX2,PAX1
CD200R1,GRIPAP1
HNF4A,NR0B2
CHUK,MCC
C20orf27,YLPM1
EXOSC7,ZFC3H1
AMBRA1,CUL4A
MRPL49,MRPS18A
MRPL13,YARS2
CCDC51,YOD1
HOOK1,VPS16
E2F5,TFDP1
H3-3B,KDM1A
MXI1,SMC3
MAPKAPK3,RCSD1
NCBP1,TPR
FLII,MYO19
BRCA2,POLH
CCDC93,COMMD1
MPG,RIOX2
DDX17,EWSR1
HADHA,RPL38
HNRNPA2B1,HNRNPC
BUD13,RBMX2
DIS3L,EXOSC9
MRPL27,MRPS23
LARP1B,REXO4
BTBD1,COPS4
FYTTD1,NKRF
NOC2L,NOL12
LIG3,MRE11
HADHA,RPS3A
C8orf33,MYBBP1A
HLCS,MCCC1
ANP32E,EP400
ATF5,CEBPG
ANAPC16,FZR1
HDAC2,NCOR1
IGF2BP2,MRPS24
GTF2B,MED7
MRPL53,MRPS10
DCTN4,GALNT2
BOP1,KNOP1
FADD,IKBKG
CBX2,H3C13
HDAC2,RING1
JAK2,PIK3CD
ARNTL2,NPAS2
CARM1,SMARCA4
BUD13,RPS17
MTREX,THOC3
MRPL11,MRPL14
ALG1,ALG14
ERCC1,MUS81
LSM4,USP39
DMTF1,MBD1
BRCA1,GTF2F1
FAU,GAGE1
IGF2BP3,SRSF7
AP2A1,AP4M1
ATP6V1E2,LIM2
DDX55,ZNF668
CREBBP,NFYB
GABARAPL1,ULK1
ATP6V0D1,ATP6V1A
HDAC1,STAT3
NOL6,RPL18
FOSB,FOSL2
IFT20,IFT80
MRPL3,MRPS11
FBXL20,PPP1R16A
ATF6B,DDIT3
DYM,GEMIN4
CHD6,CHD7
CD14,IKBKB
HDAC1,SMAD4
MDC1,NSD2
ARCN1,COPE
ITGA4,ITGA5
CCDC124,RPL18
KRR1,MAK16
CCDC59,ZC3H10
BMS1,EXOSC10
DNTTIP2,NOL6
ACOX3,ECHS1
COX6A1,UQCR10
GLMN,MET
AP1B1,AP1M1
NAP1L1,RPL9P7
GNAQ,KALRN
MYBBP1A,ZNF668
EGLN1,HIF1A
ARF6,ASAP3
CD2AP,RIN3
MYO19,TWF1
APC,CTNNB1
LSM4,LSM8
CEBPA,PPARG
IPO7,SRRT
NDUFS8,NDUFV3
DPY19L4,SLC43A1
ALDOA,HEXA
ACTG1,FBLIM1
CCDC86,NMNAT1
LGR4,RSPO1
CALR,HNRNPC
IFT80,WDR35
GCLC,GSS
IFNAR1,PTPN11
BUD13,CEBPZ
DDX55,ZSCAN25
GZF1,NIFK
GAPDH,PDIA3
ADAMTSL3,MIPOL1
GTF2F1,SMARCA2
FAU,HMGN2
CEP290,RAB8A
EBAG9,ESR1
GRB2,IGF1R
MRPL4,MRRF
FAU,GFM1
NSD2,SRP72
CDK1,CHEK1
CALR,RPL9P7
DACT1,DVL1
MRPL44,MRPS16
HDAC5,MEF2A
ALKBH1,ALKBH8
NAP1L4,TRMT112
GLS,GRIA2
COQ9,PDSS1
FGFR3,PIK3R1
FAU,RPL12
ATP5MC1,ATP5MC2
AGO2,PRKRA
CCDC86,FYTTD1
GAB2,IGKC
MOV10,NUDT21
HOOK2,RIMBP3
ESR2,NCOR1
CIRBP,SPEN
MYH10,RHOC
GPS1,NEDD8
NOLC1,RPL24
BAIAP2,NCKAP1
HEATR1,MON2
IFT27,TTC30B
ANGPTL3,LPL
COPG1,GBF1
CEP19,PPP2R3C
CEBPB,PPARG
ATP2A3,RETSAT
ITPR1,TESPA1
ABHD14A,FAM3C
FOXO3,MAPK14
E2F5,RB1
CCNA2,FOXM1
BMS1,YTHDC2
BUD13,RPS26
ARPC3,HCLS1
HOXB7,PRKDC
DLGAP4,KIFC1
CC2D1B,NPHP4
IL23R,STAT3
ARX,TACC3
CCDC59,MPHOSPH10
HDAC2,MIER1
CAMK2G,HDAC5
MPHOSPH10,RPS14
GTPBP4,NOC3L
FKBP4,HSPA4
MRPS6,RPS5
FBXL8,IQGAP2
BAIAP2,MAPK1
CARM1,SRC
HNRNPA2B1,LSM3
AKT2,PIK3CB
BMS1,RPS27
EXOG,NAT14
BLM,NBN
HDAC2,WDR5
DDX55,RPF1
FAF2,HSPA5
NACA2,RPL27A
BLVRA,PRKCD
FBXL19,RSRP1
IGF2BP3,ZBTB11
NEDD8,VHL
IL22RA1,JAK1
H3-4,MRE11
BUD13,RIOX1
CDCA2,NDC1
BDKRB2,GRK6
NUP43,NUP54
GM2A,S100A8
DGKZ,SNX27
CHUK,FKBP5
MRPL15,MRPL21
AK2,TIA1
GTF2I,RELB
HCFC1,WDR5
DDX54,RPS24
HADHA,RPS23
JAK1,OSM
MRPL43,MRPL53
MRPL21,MRPL41
IGBP1,MID1
EPOR,PIK3CD
BAZ1B,SRPK2
EIF2AK2,EIF2S1
BHMT,MTR
KNOP1,LYAR
CTCF,MYBBP1A
MAGOHB,PRPF8
DDX56,MOV10
ASAH1,GALC
MITD1,VMA21
CBL,EPS15
FOXO3,YWHAB
ATP6V0E2,ATP6V1F
BASP1,MYO19
CPT2,HSDL2
IGF2BP3,RPL23A
MYBBP1A,RPF1
CERS6,SPHK1
MPHOSPH10,NOL12
BUD13,PPWD1
IGF1R,PIK3C2A
MTHFD1L,NOP10
HRAS,YWHAB
ARNT2,EPAS1
CD47,PTK2B
ADAT2,ADAT3
HNRNPL,RBL2
MAP2K4,MAP3K5
ATF2,ATM
F11R,JAM2
CDCA2,NUP98
CUL1,FBXO7
IGF2BP3,TTF1
KDM1A,ZMYM3
ACTB,ITSN1
HDAC1,KLK3
NAP1L4,SLC25A6
CCDC124,DHX30
AFF4,MLLT3
GADD45GIP1,MRPL53
EIF2A,HSPA14
NOL12,ZNF22
MPHOSPH10,PRKRA
COX6A1,COX6B2
MRPL28,MRPL32
KSR1,MAP3K7
BUD13,NOC2L
BUD13,DDX39B
MTHFD1L,RPS20
MTHFD1L,SLC25A3
MRPS10,RPL35A
ATXN7L1,ATXN7L3
MCEE,MMUT
AP3B1,BLOC1S6
ACER3,DEGS1
DCK,DCTD
JAK1,SOCS3
BRCA2,MLH1
MRPS9,RPL26L1
NOC4L,NOL12
ISOC2,TXNIP
BTF3,RCN1
INTS12,INTS2
NEDD4,PI4K2A
IRAK1,NGFR
NIP7,PABPC4
CHD1L,RAD23B
CIRBP,SNRPF
MRPL38,MRPL41
CARD9,MALT1
MTOR,RRAGB
COMMD1,COMMD7
NDUFB1,NDUFV1
ITPKA,PRKACA
MRPL37,MRPL46
MYBBP1A,SRP72
NIP7,NOP56
CDK1,NIFK
EGFR,MAPK11
CBL,LCK
APLP1,APLP2
ANAPC16,FBXO5
CAMK1,GCM1
ATP6V0E2,RNASEK
DOK4,RET
FAF2,UFD1
INTS12,INTS6
BAZ1B,RPS27L
CCDC124,DDX21
MOV10,RSL1D1
AKR1C4,HNF4A
FUNDC1,SRC
ANGPT1,TIE1
CSPG4,LGALS8
DENND1A,STAMBP
MRPL13,MRPL58
DCAF7,GLI1
KDSR,SPHK2
CORO1B,ZDHHC5
IFNGR1,SOCS3
CD47,CD63
MRPS22,MRPS9
DDX56,LARP1B
MRPS6,RPL23A
FOS,MAPK1
ATXN3,ITPR1
BTF3,RPL9P7
CCNH,CDK9
NOL6,RPL27
HAX1,PPP3R1
HYI,LACTB2
HERC5,KNOP1
HNRNPU,NOLC1
BOP1,MOV10
GPSM2,NUMA1
AXIN1,LEF1
MRPL53,SLC25A10
COX5A,NDUFA9
CYBRD1,SLC11A2
HDAC2,ZMYM2
BIRC5,EVI5
ATF2,HK1
ACSL5,FASN
HDAC1,SIRT1
BUD13,LTV1
ETF1,RPL12
ARL13B,PLIN3
C12orf43,KRI1
H3-4,MPHOSPH8
EXOSC3,EXOSC9
IGF1,IGFBP3
ADI1,FKBP2
MPG,RPL36AL
MRPL53,MRPS24
CALML4,CNGB1
MPHOSPH10,NOP14
H3C12,KAT6B
HIPK2,PAX6
IRAK1,TLR6
C8orf33,MAK16
CBLB,NCK2
FBLIM1,FLNB
BHLHE40,CRY1
CBFB,COPRS
ALDH4A1,OAT
FBXO4,TERF1
MRPL24,MRPS10
EXOSC3,HBS1L
HSP90AB1,MTOR
MRPL34,MRPL50
ANKRD17,MAGEA1
CERS6,UGCG
MPG,RPL10
BAZ1B,NAT10
HDAC2,TAF12
LARP1B,WDR12
BRAF,NTRK1
IPMK,ITPK1
FBXW11,IKBKB
ACADS,EHHADH
NSD2,SKIV2L
CEP19,CEP350
MAF,MMP13
MRPS18B,MRPS24
MPG,TTC37
APLP2,ATP7A
MTMR9,PTPN4
NAP1L4,RPS25
H4C6,MLLT3
MTA2,MTA3
DDX54,RPS13
CCAR1,TXLNA
MAP2K1,MAPK12
NOC3L,RBM28
IQGAP1,SIPA1
FOCAD,NOL12
IGF2BP3,TRMT112
AP1S1,HLA-DPA1
F11R,JAM3
MRPL2,MRPS18C
HEXIM1,NSMAF
MRPL12,MRPL50
NAA15,NAA30
DESI1,PSMD4
F2R,SRC
FAM83G,SLAIN2
ARL13B,DYNC1LI1
MSH6,RANBP2
MRPL21,MRPS21
NOL6,POP1
MPG,RPL22L1
DENND5A,GDI2
FOXP1,HIP1R
E2F5,SMAD2
BOP1,LARP1B
BAZ1B,RPS13
IFRD2,RPS6
BNIP3L,STEAP3
BMS1,GNL2
NFKB2,RBPJ
CTNNB1,MAPK12
AGO2,DICER1
C1D,EXOSC2
MTR,SHMT2
CLUAP1,IFT172
MSH6,TAF5L
BAZ1B,RPL14
C18orf25,RNF111
FYTTD1,RBMX2
HNRNPA2B1,SF3A1
CCDC124,POP1
BYSL,CSNK1D
ABCC4,CLCN3
HEY2,NOTCH1
ATRIP,MRE11
AXIN2,FHIT
CHERP,NOL6
ADAM15,ITGA5
CYP1A1,EPHX1
AFDN,HRAS
MOV10,ZNF771
MRPS10,RPL5
CCDC6,PPP4C
NOC3L,PUM3
AGL,MGAM
FAU,HSPBP1
ANAPC15,CDC27
HIPK1,TP53
CASTOR1,NPRL2
AGPAT1,PLPP3
BEST1,MITF
DBT,OGDH
MRPL32,RPUSD3
NOL6,PABPC4
CENPE,KIF2C
HADHA,RPL13A
FURIN,LPL
EXOSC4,UPF2
ARID4A,BRMS1
GLI3,SMO
FYTTD1,RPS17
NOL6,NOP56
MRPL11,MRPL47
CCDC71,MBD2
FAU,RIOK2
BYSL,SRPK1
LIPF,LRSAM1
NOL6,RPS27A
CDK1,PTCH1
MPHOSPH10,RPS8
CDC37,CSNK2A2
MAP3K7,TRAF2
BMP1,LAMA3
HIRA,UBN1
MRPL17,MRPL46
GLS,GLUL
MPG,RACK1
MZF1,SCAND1
CD300C,GABARAPL1
ESRRG,NR0B2
MOV10,RRP1B
CCNT2,NCBP1
EGLN1,ELOC
GPHN,MOCS2
NTPCR,RBM22
CALB2,HAX1
IL17RA,MEGF8
CD81,PTGFRN
H3C1,NSD3
COMMD1,CUL4A
BUD13,WDR36
CDKN2A,CDKN2C
DDX54,FARS2
FBXO7,PSMG3
COX6A1,UQCRFS1
GBE1,PYGM
LCK,LIME1
BCKDK,DBT
CHUK,SEC16A
IPPK,ITPK1
IL17B,IL17RA
IGF2BP3,RPL17
MYBBP1A,SMARCA5
CDC37,LRRK2
MRPL45,MRPS18C
MRPL39,MRPS10
GCC2,IGF2R
MRPL24,RPL19
ATP2A2,HADHB
MRPL32,MRPS30
BMPR1B,ETNK1
NUP205,NUP62
MTREX,SNRNP27
ATN1,MAPK9
MTHFR,TYMS
IGF2BP3,SLC25A6
DCLRE1C,H3-4
GDI1,HPS1
CHD4,MSH6
GATA1,GP9
CSNK1A1,GLI2
CDC42EP1,MAPK1
NACA2,SLC25A4
ISG15,UBE2N
MTOR,PRKAB1
DBT,DLST
CST3,CTSS
HSPB2,MAPK12
DHCR24,HSD17B7
IRF2BPL,PDLIM7
BYSL,RRP9
NBAS,USE1
IREB2,TFRC
MYBBP1A,SKIV2L
CREB3,PDGFC
MRPL58,MRPS10
BRCA2,MRE11
LSM4,SF3A2
MRPL20,MRPS18C
CCDC86,SF3B2
HADHA,IVD
ASCC1,ASCC3
KLF5,PPARG
MSH2,RECQL
HNRNPA2B1,TRA2B
MTREX,PPIL3
ADSL,FH
NAF1,SHQ1
BMS1,EMG1
ACAD8,MED7
NDUFAB1,NFS1
ITPR1,PLCB1
FCGR2A,LYN
CTCF,MAK16
CASP9,CDK1
LEF1,SOX13
DDIT3,XBP1
MTHFD1L,RPL35A
CCAR2,HAO1
NR1H4,XPR1
MRPL10,MRPS33
CIRBP,RBM39
CHM,RAB35
MPG,SERBP1
CYTH1,CYTH2
MRPL43,MRPS31
FAM161A,POC1B
AK1,PPID
FYTTD1,RPS26
CEBPA,SMAD3
ARHGAP17,CD2AP
CENPM,RNF2
DDX49,DHX37
CDV3,NISCH
NAP1L1,TRMT112
NFKB2,UBE2I
ELOVL2,SLC39A4
BMS1,DHX15
CKB,LEMD3
AKNAD1,FAU
ANK1,SLC4A1
MRPL41,MRPL52
BUD13,SNRPA
ACIN1,MTREX
MRPL22,MRPL41
FUNDC1,ITPR2
ADRB1,GOPC
BRD7,DPF3
HADHA,SND1
CHID1,PLXNA1
MS4A4A,MS4A6E
C12orf43,UPF1
MRPL2,MRPS11
FYTTD1,RIOX1
DAP3,MRPL50
MAP3K7,TAB3
CCNE1,GSK3B
MRPL36,MRPS10
CCNA2,RFC4
CAMK1,CDKN1B
HDAC1,PRDM4
KLHL12,SEC31A
MAD2L2,RPA1
MRPL4,RPS15
LEF1,PITX2
APBB3,APP
CCDC115,MITD1
ACOX3,HADHB
MPG,RPL37A
NIP7,UTP14A
ATRIP,TP53
BCOR,SKP1
NAP1L4,RPS3
CHID1,MEGF8
IGF2BP3,RPS25
ABT1,CCDC86
BIRC3,CASP9
HTT,PRMT2
ANKRD13C,LAPTM4A
EXOSC10,IMP4
NOC3L,YTHDC2
FOXR2,SIM2
CCDC86,DDX55
BAG3,DNMT1
CCND1,FBXO31
CEBPB,SMAD3
CCNH,MTA1
AHCYL1,CBS
DOT1L,MLLT3
MRPL46,MRPL9
CASP8,CFLAR
MPG,ZNF622
MYD88,NGF
ECEL1,EIF2AK3
BRD4,CRBN
MPG,RPS19
HCLS1,TJP1
HADHB,SLC25A4
NACA2,RPL7
CCDC25,SF1
ANAPC1,CDC26
ALYREF,DEK
C12orf43,RRS1
CENPM,WDR11
CEP152,PLK4
CISH,STAT6
BAZ1B,SSB
FOXC2,GATA3
ATM,DCLRE1C
AP1B1,AP1M2
GZF1,NOC4L
MKNK1,PPP2CB
ANLN,CDC42EP4
CEBPB,PCK2
MRPL24,MRPS24
MRPL24,RPL23A
ATF2,FOSL2
CCNT2,EAF1
HDAC5,PRKD1
ERCC3,MMS19
ARID5B,MYC
MPI,TKT
NOLC1,RPS17
KHSRP,MAPK11
ERCC5,ERCC8
MRPL21,RPS29
DOK4,SRC
KDM6A,SETD1B
IRF1,IRF2
IPO11,KIF14
CEP250,ODF2L
MTHFD1L,RPS12
ARF4,GBF1
CIRBP,SNU13
GSS,HNRNPH1
IGF2BP3,SNRNP40
MRPS10,MRPS6
CHEK1,DNAJC30
BAD,YWHAZ
EXOSC7,HBS1L
NAP1L1,RPL17
HERC5,LARP1B
CMTM8,ILVBL
HNRNPA2B1,SF3B1
MAPK12,RCSD1
NDUFB1,NDUFV3
CCNE1,MYCT1
ATXN7,KAT2B
BAZ1B,RPL32
MRPL12,MRRF
BYSL,DIMT1
ACTR1A,GALNT2
NEDD4,PTEN
CSRP1,FSCN1
DGUOK,RAB10
GALNT16,MYO1D
MSX1,MYOD1
CASP8,FAF1
MRPL45,MRPS11
BAZ1B,HSP90AB1
BPNT1,SOD2
GMPPA,HIBADH
BOD1,BOD1L2
A2M,LGALS8
C12orf43,RSBN1L
IMPDH2,ITPA
EIF3B,NOL6
BCOR,CBX4
BAD,BID
CCDC59,NOL6
FASTKD2,MRPL13
HIBCH,MRPL33
CCDC59,DDX50
IFT22,IFT46
GTF2B,MED21
GSE1,HMG20A
CSTF2T,PAPOLA
AZIN2,OAZ2
NACA2,SUPT16H
ALDH4A1,GLS2
ATP6V1A,ATP6V1B2
DAP3,MRPL53
EIF4EBP1,MLST8
BOD1,WDR5
FAU,NAP1L4
DDX55,STAU2
ANAPC4,CCNA2
BMPR2,GDF2
FYTTD1,LTV1
ACVR2B,GDF5
GLI1,SGK1
MPHOSPH10,XRN2
GZF1,LLPH
ATP6V1A,ATP6V1B1
GNA11,GNB4
HIC2,PRDM2
CDC42,EXOC7
CD28,CD58
NIF3L1,ROBO1
MAK16,NSD2
CENPN,CENPT
BABAM1,UIMC1
DCBLD2,PLXNA3
NSMAF,RACK1
CHUK,POLR1A
GPAA1,PIGS
EP300,MYOD1
CBL,PTK6
CCDC124,RPL29
CETN3,SFI1
NOC3L,RPL15
FUT8,MAN2A1
IQGAP1,SYNPO
HBP1,SIN3A
HIBCH,MRPS7
ADH5,AK2
AHCYL1,ITPR3
CD9,HBEGF
IGHMBP2,NELFB
ELL2,ICE2
COX7A2L,MT-CO3
CHD3,HDAC2
IKZF1,PAX5
MRPL11,MRPL28
BMP7,CHID1
HDAC1,TSHZ3
FHL3,SHKBP1
MOV10,NSA2
KIF1A,TUBA1A
CDKN1B,E2F5
HDAC2,SIN3B
MYBBP1A,RPL9
MRPS24,MRPS28
COPS7A,ERCC8
LRPPRC,MTIF2
CALR,TAP2
CYBA,RAC1
MAK16,RBM19
DCLRE1C,NSD2
ISY1,NTPCR
COL18A1,MMP2
ACTN1,COBL
AASDHPPT,FASN
CLDN7,HDAC1
NOLC1,RPS26
HCFC1,SIN3B
MRPL39,MRPS24
BAG5,MAD1L1
CALML5,HRAS
DLG1,HRAS
DDX54,SRRM1
CWF19L1,TOPBP1
GTF2I,PRKG1
MRPL51,MRPS18A
CCNC,ESR1
CALR,CALU
CCDC86,NGDN
BTF3,TRMT112
MRPL40,MRPS34
LYAR,NIP7
HDAC2,SNAI1
CHD3,MTA2
CDK8,KAT2B
MRPL32,RPS2
LATS1,STK3
HSPB11,IFT88
ANKHD1,ANKRD17
CLOCK,NR1D2
CAMK4,HNRNPL
H3C11,KAT2B
ERCC4,RPA3
API5,LMNB1
NAP1L1,RPS25
NPHP4,SKAP1
MRPL16,MRPL53
LARP1B,RPF2
MPG,RPL12
CIAO3,MMS19
FAU,TSR1
HSPA1A,HSPBP1
HCFC1,PHF20
CASP9,MAPK3
MRPL11,MRPS17
COMMD2,COMMD6
FBXW5,SKP1
COQ8A,PDSS2
GATAD2A,MTA3
MRPL13,MRPL30
LUC7L,TTC14
MTHFD1L,TUBA8
GSE1,ZMYM3
AKTIP,HOOK1
APIP,ENOPH1
IFNB1,MYD88
ACOX1,SCP2
MAP1S,RASSF1
GORAB,RCHY1
GZF1,YTHDF3
BTF3,CCDC124
MYOD1,TCF12
ANK1,EPB41
MSH6,TAF10
ASPH,FBLN7
MPHOSPH10,ZCCHC9
MRPL4,RPL35
KDM1A,TBP
MRPL30,MRPS10
CHD1L,XPA
BRCA2,FLNA
CCDC97,DDX23
EIF2AK4,EIF2S3
DERL1,MBOAT1
EIF5A2,RPL35
ARL13B,UBE2N
FYTTD1,WDR36
CHMP4A,VPS25
BAZ1B,DEK
CCNE1,CDKN1B
DPYSL2,MAPT
MRPL10,MRPL22
MOV10,THOC1
LIG3,POLD2
EGLN1,LIMD1
MRE11,PAXIP1
GDNF,ID2
HEATR1,RCL1
BYSL,TRO
ISG15,STAT1
CALML4,PDE1A
NIP7,UPF1
MRPL55,MRPS31
MEF2C,MYOG
APBB1IP,EVL
ENTPD5,FBXO6
COMMD4,COMMD6
C15orf39,RREB1
HSPD1,LRRC28
ISOC1,TIA1
LTA,LTB
MTHFD1L,RPLP2
MAK16,WDR74
CDYL,ZEB2
NFKB2,TNIP1
MRPL21,MRPL34
DHTKD1,SUCLG1
EXOSC10,FCF1
EXOSC10,ZFC3H1
NSD2,UTP3
MRPL36,MRPS24
MPHOSPH10,SDAD1
EPOR,GRB2
FAU,QARS1
HADHA,NSUN2
ATF4,CEBPG
BTF3,RPL17
ARL13B,PDE6D
IPO7,RCC2
CCDC124,RPS18
C7orf50,IGF2BP3
NCBP1,THOC3
MT-CO1,NDUFA9
MRPL4,MRPS28
ANAPC1,CFAP97
MOV10,SRRT
JAK2,RAF1
GIT1,GRK6
BMS1,KRR1
DHX35,NTPCR
MSH6,SREK1
AGO1,AGO2
CD63,CD82
AHCY,NME2
HMCES,RPA2
NCL,NOLC1
APOO,MICOS13
CCNT2,HEXIM1
BUD13,LUC7L3
ESR2,HSP90AB1
CPEB1,TENT2
MPG,RPL21
NIP7,RRS1
ATP6V0E1,ATP6V1D
EWSR1,PSPC1
GLE1,NUP43
MCAT,RPUSD3
BRAF,YWHAH
IGF2BP3,NIFK
BRPF1,ING5
CRTC3,FOXJ2
HRAS,RALGDS
AP3S1,BLOC1S4
MRPL10,RCC1L
FAU,RPS14
CENPH,PLPPR3
KNOP1,ZKSCAN8
MRPS6,RPS3
DVL1,HECW1
FADD,TNFRSF10B
FGF10,FGFR3
BAZ1B,ERCC6
MTREX,SNRPB
ETV4,POU5F1
C1orf112,FIGNL1
DCAF17,ZMAT3
DHFR2,FPGS
GTF2B,SSU72
IFRD2,RPLP0
APC,DVL1
CCDC124,NVL
DVL2,KLHL12
FAM83G,YWHAE
DHTKD1,GCSH
GLI3,PRKACA
ARNTL2,OLFM2
GTF2F1,POLR2E
DISC1,FEZ1
IFNG,JAK1
DNMT3A,H4C15
COMMD1,RBX1
MAK16,RRP1
ACIN1,IGF2BP3
IGF2BP3,STAU2
ATP6AP2,ATP6V0A2
MRPS18A,TRUB2
MRPL51,MRPS6
HOXA7,KDM6A
GZF1,UTP23
FCGR2A,NFYB
MAVS,MFN1
BYSL,RIOK1
LUC7L,PRPF40A
NIP7,RSBN1L
CARNMT1,MAP3K7
ACTL8,BCL6
DCX,HAX1
FIS1,TBC1D15
F2R,THBD
CD58,SLC12A6
BUD13,SNRPD3
ALDH1A2,BCO1
MYD88,TLR2
IRF4,SPI1
DENND1A,RAB35
BNIP3,GABARAPL1
CENPM,COBLL1
KCNH2,NEDD4
CDK2AP1,GATAD2A
ATF3,JUND
MRPL13,RPL30
ARHGEF25,GNA14
DAB2IP,MAP3K5
CEP290,NPHP4
GFM1,MRPL13
CAND1,NEDD8
BYSL,RPS17
IK,MTREX
CSNK2A1,FKBP4
GCLM,GSS
GATA6,LMCD1
